date,day_of_week,is_weekend,weather,exam_day,event,attendance_pct,meals_prepared,meals_consumed,surplus_meals
2026-05-26,Tuesday,0,Sunny,0,Workshop,87.3,490,457,33
2026-05-27,Wednesday,0,Rainy,1,None,71.4,378,374,4
2026-05-28,Thursday,0,Rainy,0,None,73.0,353,344,9
2026-05-29,Friday,0,Cloudy,0,None,77.7,387,373,14
2026-05-30,Saturday,1,Sunny,0,None,72.8,384,371,13
2026-05-31,Sunday,1,Sunny,0,None,71.0,375,375,0
2026-06-01,Monday,0,Cloudy,0,None,79.5,396,396,0
2026-06-02,Tuesday,0,Rainy,0,None,69.2,335,324,11
2026-06-03,Wednesday,0,Sunny,0,None,83.5,441,422,19
2026-06-04,Thursday,0,Sunny,0,None,80.5,425,402,23
2026-06-05,Friday,0,Rainy,0,None,70.7,342,335,7
2026-06-06,Saturday,1,Sunny,0,None,73.0,386,374,12
2026-06-07,Sunday,1,Cloudy,0,None,62.4,311,292,19
2026-06-08,Monday,0,Hot,0,None,76.2,361,352,9
2026-06-09,Tuesday,0,Sunny,0,None,80.3,424,404,20
2026-06-10,Wednesday,0,Sunny,0,None,77.9,412,399,13
2026-06-11,Thursday,0,Sunny,0,Festival,84.1,472,471,1
2026-06-12,Friday,0,Rainy,0,None,62.3,301,290,11
2026-06-13,Saturday,1,Sunny,0,None,72.7,384,376,8
2026-06-14,Sunday,1,Sunny,0,None,70.9,374,346,28
2026-06-15,Monday,0,Sunny,0,None,79.9,422,402,20
2026-06-16,Tuesday,0,Rainy,0,None,76.4,369,353,16
2026-06-17,Wednesday,0,Hot,0,Sports Event,79.0,397,389,8
2026-06-18,Thursday,0,Cloudy,0,None,79.1,394,380,14
2026-06-19,Friday,0,Cloudy,0,None,79.5,396,375,21
2026-06-20,Saturday,1,Rainy,0,None,58.2,281,272,9
2026-06-21,Sunday,1,Sunny,0,None,72.4,383,360,23
2026-06-22,Monday,0,Sunny,0,None,78.8,416,401,15
2026-06-23,Tuesday,0,Rainy,0,None,77.1,373,353,20
2026-06-24,Wednesday,0,Cloudy,0,None,75.9,378,352,26
2026-06-25,Thursday,0,Sunny,1,None,81.8,473,453,20
2026-06-26,Friday,0,Cloudy,0,None,73.1,364,353,11
2026-06-27,Saturday,1,Cloudy,0,None,53.1,265,249,16
2026-06-28,Sunday,1,Sunny,0,None,73.9,391,381,10
2026-06-29,Monday,0,Rainy,0,None,73.1,353,332,21
2026-06-30,Tuesday,0,Sunny,0,None,68.7,363,339,24
2026-07-01,Wednesday,0,Sunny,0,None,90.2,476,459,17
2026-07-02,Thursday,0,Rainy,0,None,72.8,352,345,7
2026-07-03,Friday,0,Sunny,0,Festival,91.7,515,504,11
2026-07-04,Saturday,1,Sunny,0,Workshop,68.2,383,364,19
2026-07-05,Sunday,1,Sunny,0,None,56.2,297,282,15
2026-07-06,Monday,0,Sunny,0,None,84.1,444,438,6
2026-07-07,Tuesday,0,Sunny,0,Sports Event,86.3,484,469,15
2026-07-08,Wednesday,0,Rainy,0,None,82.2,397,380,17
2026-07-09,Thursday,0,Cloudy,0,None,79.1,394,360,34
2026-07-10,Friday,0,Sunny,0,None,84.8,448,440,8
2026-07-11,Saturday,1,Rainy,0,Festival,56.5,290,280,10
2026-07-12,Sunday,1,Hot,1,None,66.2,343,341,2
2026-07-13,Monday,0,Rainy,0,Cultural Event,68.2,350,335,15
2026-07-14,Tuesday,0,Sunny,0,None,87.3,461,449,12
2026-07-15,Wednesday,0,Rainy,0,None,60.1,290,281,9
2026-07-16,Thursday,0,Sunny,0,None,91.8,485,459,26
2026-07-17,Friday,0,Sunny,0,None,91.4,483,474,9
2026-07-18,Saturday,1,Cloudy,0,None,59.5,296,284,12
2026-07-19,Sunday,1,Rainy,0,None,44.8,217,213,4
2026-07-20,Monday,0,Rainy,0,None,69.6,337,331,6
2026-07-21,Tuesday,0,Cloudy,0,None,75.9,378,352,26
2026-07-22,Wednesday,0,Rainy,0,None,61.2,296,291,5
2026-07-23,Thursday,0,Sunny,0,None,78.2,413,394,19
2026-07-24,Friday,0,Sunny,0,None,81.8,432,424,8
2026-07-25,Saturday,1,Cloudy,0,None,67.9,338,319,19
2026-07-26,Sunday,1,Sunny,0,None,58.1,307,292,15
2026-07-27,Monday,0,Sunny,0,None,76.8,406,400,6
2026-07-28,Tuesday,0,Cloudy,0,None,82.1,409,375,34
2026-07-29,Wednesday,0,Rainy,0,None,68.8,333,321,12
2026-07-30,Thursday,0,Sunny,0,None,83.9,443,442,1
2026-07-31,Friday,0,Sunny,0,None,84.5,446,428,18
2026-08-01,Saturday,1,Rainy,0,None,52.1,252,245,7
2026-08-02,Sunday,1,Sunny,0,None,72.9,385,363,22
2026-08-03,Monday,0,Sunny,0,None,82.1,434,414,20
2026-08-04,Tuesday,0,Hot,0,None,71.0,336,328,8
2026-08-05,Wednesday,0,Hot,0,None,78.0,369,351,18
2026-08-06,Thursday,0,Sunny,0,None,77.4,409,393,16
2026-08-07,Friday,0,Sunny,0,None,81.8,432,427,5
2026-08-08,Saturday,1,Sunny,0,None,67.8,358,348,10
2026-08-09,Sunday,1,Hot,0,None,48.8,231,224,7
2026-08-10,Monday,0,Rainy,1,None,69.6,368,355,13
2026-08-11,Tuesday,0,Sunny,1,None,87.5,506,492,14
2026-08-12,Wednesday,0,Sunny,0,None,84.0,444,434,10
2026-08-13,Thursday,0,Sunny,0,None,89.5,472,472,0
2026-08-14,Friday,0,Cloudy,0,None,85.2,424,413,11
2026-08-15,Saturday,1,Sunny,0,Cultural Event,76.6,430,425,5
2026-08-16,Sunday,1,Cloudy,0,None,62.0,309,309,0
2026-08-17,Monday,0,Rainy,0,Cultural Event,73.1,375,372,3
2026-08-18,Tuesday,0,Cloudy,0,None,87.9,438,420,18
2026-08-19,Wednesday,0,Rainy,0,None,70.6,341,326,15
2026-08-20,Thursday,0,Sunny,0,None,86.7,458,443,15
2026-08-21,Friday,0,Hot,0,Sports Event,70.7,356,329,27
